Kankersoort;Periode;Geslacht;Leeftijdsgroep;Aantal
Kanker van de mannelijke geslachtsorganen;2011;Man en vrouw;45-59;1458
Kanker van de mannelijke geslachtsorganen;2011;Man en vrouw;15-29;232
Kanker van de mannelijke geslachtsorganen;2011;Man en vrouw;0-14;3
Kanker van de mannelijke geslachtsorganen;2011;Man en vrouw;75+;3301
Kanker van de mannelijke geslachtsorganen;2011;Man en vrouw;30-44;390
Kanker van de mannelijke geslachtsorganen;2011;Man en vrouw;60-74;7255
Kanker van de mannelijke geslachtsorganen;2012;Man en vrouw;Totaal;12324
Kanker van de mannelijke geslachtsorganen;2012;Man en vrouw;45-59;1409
Kanker van de mannelijke geslachtsorganen;2012;Man en vrouw;15-29;237
Kanker van de mannelijke geslachtsorganen;2012;Man en vrouw;0-14;3
Kanker van de mannelijke geslachtsorganen;2012;Man en vrouw;75+;3131
Kanker van de mannelijke geslachtsorganen;2012;Man en vrouw;30-44;385
Kanker van de mannelijke geslachtsorganen;2012;Man en vrouw;60-74;7159
Kanker van de mannelijke geslachtsorganen;2013;Man en vrouw;Totaal;11953
Kanker van de mannelijke geslachtsorganen;2013;Man en vrouw;45-59;1399
Hematologische maligniteiten;2008;Man;75+;1359
Hematologische maligniteiten;2008;Man;15-29;151
Hematologische maligniteiten;2008;Man;60-74;1800
Hematologische maligniteiten;2008;Man;30-44;316
Hematologische maligniteiten;2008;Man;Totaal;4743
Hematologische maligniteiten;2008;Man;45-59;992
Hematologische maligniteiten;2009;Man;0-14;105
Hematologische maligniteiten;2009;Man;75+;1328
Hematologische maligniteiten;2009;Man;15-29;161
Hematologische maligniteiten;2009;Man;60-74;1908
Hematologische maligniteiten;2009;Man;30-44;339
Hematologische maligniteiten;2009;Man;Totaal;4813
Hematologische maligniteiten;2009;Man;45-59;972
Hematologische maligniteiten;2010;Man;0-14;105
Hematologische maligniteiten;2010;Man;75+;1450
Hematologische maligniteiten;2010;Man;15-29;151
Hematologische maligniteiten;2010;Man;60-74;1991
Hematologische maligniteiten;2010;Man;30-44;322
Hematologische maligniteiten;2010;Man;Totaal;4956
Hematologische maligniteiten;2010;Man;45-59;937
Hematologische maligniteiten;2011;Man;0-14;104
Hematologische maligniteiten;2011;Man;75+;1467
Hematologische maligniteiten;2011;Man;15-29;161
Hematologische maligniteiten;2011;Man;60-74;2064
Hematologische maligniteiten;2011;Man;30-44;328
Hematologische maligniteiten;2011;Man;Totaal;5116
Hematologische maligniteiten;2011;Man;45-59;992
Hematologische maligniteiten;2012;Man;0-14;114
Hematologische maligniteiten;2012;Man;75+;1484
Hematologische maligniteiten;2012;Man;15-29;170
Hematologische maligniteiten;2012;Man;60-74;2135
Hematologische maligniteiten;2012;Man;30-44;307
Hematologische maligniteiten;2012;Man;Totaal;5172
Hematologische maligniteiten;2012;Man;45-59;962
Borstkanker;2004;Man en vrouw;60-74;3602
Borstkanker;2004;Man en vrouw;45-59;4516
Borstkanker;2004;Man en vrouw;15-29;58
Borstkanker;2005;Man en vrouw;0-14;0
Borstkanker;2005;Man en vrouw;Totaal;12131
Borstkanker;2005;Man en vrouw;30-44;1570
Borstkanker;2005;Man en vrouw;75+;2315
Borstkanker;2005;Man en vrouw;60-74;3758
Borstkanker;2005;Man en vrouw;45-59;4434
Borstkanker;2005;Man en vrouw;15-29;54
Borstkanker;2006;Man en vrouw;0-14;0
Borstkanker;2006;Man en vrouw;Totaal;12528
Borstkanker;2006;Man en vrouw;30-44;1570
Borstkanker;2006;Man en vrouw;75+;2281
Borstkanker;2006;Man en vrouw;60-74;3964
Borstkanker;2006;Man en vrouw;45-59;4661
Borstkanker;2006;Man en vrouw;15-29;52
Borstkanker;2007;Man en vrouw;0-14;1
Borstkanker;2007;Man en vrouw;Totaal;12952
Borstkanker;2007;Man en vrouw;30-44;1505
Borstkanker;2007;Man en vrouw;75+;2295
Borstkanker;2007;Man en vrouw;60-74;4358
Borstkanker;2007;Man en vrouw;45-59;4721
Borstkanker;2007;Man en vrouw;15-29;72
Borstkanker;2008;Man en vrouw;0-14;0
Borstkanker;2008;Man en vrouw;Totaal;13148
Borstkanker;2008;Man en vrouw;30-44;1485
Borstkanker;2008;Man en vrouw;75+;2389
Borstkanker;2008;Man en vrouw;60-74;4461
Borstkanker;2008;Man en vrouw;45-59;4734
Borstkanker;2008;Man en vrouw;15-29;79
Borstkanker;2009;Man en vrouw;0-14;0
Borstkanker;2009;Man en vrouw;Totaal;13311
Borstkanker;2009;Man en vrouw;30-44;1580
Kanker van de endocriene klieren;2007;Vrouw;45-59;93
Kanker van de endocriene klieren;2008;Vrouw;30-44;100
Kanker van de endocriene klieren;2008;Vrouw;Totaal;379
Kanker van de endocriene klieren;2008;Vrouw;15-29;44
Kanker van de endocriene klieren;2008;Vrouw;60-74;65
Kanker van de endocriene klieren;2008;Vrouw;75+;66
Kanker van de endocriene klieren;2008;Vrouw;0-14;7
Kanker van de endocriene klieren;2008;Vrouw;45-59;97
Kanker van de endocriene klieren;2009;Vrouw;30-44;113
Kanker van de endocriene klieren;2009;Vrouw;45-59;113
Kanker van de endocriene klieren;2009;Vrouw;0-14;4
Kanker van de endocriene klieren;2009;Vrouw;15-29;41
Kanker van de endocriene klieren;2009;Vrouw;Totaal;412
Kanker van de endocriene klieren;2009;Vrouw;75+;52
Kanker van de endocriene klieren;2009;Vrouw;60-74;89
Kanker van de endocriene klieren;2010;Vrouw;0-14;1
Kanker van de endocriene klieren;2010;Vrouw;30-44;102
Kanker van de endocriene klieren;2010;Vrouw;45-59;134
Kanker van de endocriene klieren;2010;Vrouw;15-29;40
Kanker van de endocriene klieren;2010;Vrouw;Totaal;430
Kanker van de endocriene klieren;2010;Vrouw;75+;63
Kanker van de endocriene klieren;2010;Vrouw;60-74;90
Kanker van de endocriene klieren;2011;Vrouw;30-44;109
Kanker van de endocriene klieren;2011;Vrouw;60-74;117
Kanker van de endocriene klieren;2011;Vrouw;45-59;133
Kanker van de endocriene klieren;2011;Vrouw;0-14;2
Kanker van de endocriene klieren;2011;Vrouw;15-29;43
Kanker van de endocriene klieren;2011;Vrouw;Totaal;460
Kanker van de endocriene klieren;2011;Vrouw;75+;56
Kanker van de endocriene klieren;2012;Vrouw;60-74;103
Kanker van de endocriene klieren;2012;Vrouw;30-44;109
Kanker van de endocriene klieren;2012;Vrouw;45-59;151
Kanker van de endocriene klieren;2012;Vrouw;15-29;40
Kanker van de endocriene klieren;2012;Vrouw;Totaal;469
Kanker van de endocriene klieren;2012;Vrouw;0-14;6
Kanker van de endocriene klieren;2012;Vrouw;75+;60
Kanker van de endocriene klieren;2013;Vrouw;60-74;128
Kanker van de endocriene klieren;2013;Vrouw;30-44;139
Kanker van de endocriene klieren;2013;Vrouw;45-59;145
Kanker van de endocriene klieren;2013;Vrouw;0-14;4
Kanker van de endocriene klieren;2013;Vrouw;15-29;41
Kanker van de endocriene klieren;2013;Vrouw;Totaal;508
Kanker van de endocriene klieren;2013;Vrouw;75+;51
Kanker van de endocriene klieren;2014;Vrouw;60-74;117
Kanker van de endocriene klieren;2014;Vrouw;30-44;150
Kanker van de endocriene klieren;2014;Vrouw;45-59;156
Kanker van de endocriene klieren;2014;Vrouw;0-14;2
Kanker van de endocriene klieren;2014;Vrouw;15-29;52
Kanker van de endocriene klieren;2014;Vrouw;Totaal;545
Kanker van de endocriene klieren;2014;Vrouw;75+;68
Kanker van de endocriene klieren;2015;Vrouw;30-44;121
Kanker van de endocriene klieren;2015;Vrouw;60-74;132
Kanker van de endocriene klieren;2015;Vrouw;45-59;142
Kanker van de endocriene klieren;2015;Vrouw;0-14;3
Kanker van de endocriene klieren;2015;Vrouw;Totaal;520
Kanker van de endocriene klieren;2015;Vrouw;15-29;53
Kanker van de endocriene klieren;2015;Vrouw;75+;69
Kanker van de endocriene klieren;2016;Vrouw;30-44;112
Kanker van de endocriene klieren;2016;Vrouw;60-74;136
Kanker van de endocriene klieren;2016;Vrouw;45-59;155
Kanker van de endocriene klieren;2016;Vrouw;Totaal;523
Kanker van de endocriene klieren;2016;Vrouw;15-29;53
Kanker van de endocriene klieren;2016;Vrouw;0-14;6
Kanker van de endocriene klieren;2016;Vrouw;75+;61
Kanker van de endocriene klieren;2017;Vrouw;0-14;0
Kanker van de endocriene klieren;2017;Vrouw;30-44;121
Kanker van de endocriene klieren;2017;Vrouw;60-74;137
Kanker van de endocriene klieren;2017;Vrouw;45-59;171
Kanker van de endocriene klieren;2017;Vrouw;15-29;49
Kanker van de endocriene klieren;2017;Vrouw;Totaal;540
Oogkanker;1994;Vrouw;60-74;33
Oogkanker;1994;Vrouw;0-14;6
Oogkanker;1994;Vrouw;30-44;7
Oogkanker;1994;Vrouw;Totaal;89
Oogkanker;1995;Vrouw;0-14;10
Oogkanker;1995;Vrouw;30-44;12
Oogkanker;1995;Vrouw;75+;12
Oogkanker;1995;Vrouw;45-59;13
Oogkanker;1995;Vrouw;15-29;2
Oogkanker;1995;Vrouw;60-74;30
Oogkanker;1995;Vrouw;Totaal;79
Oogkanker;1996;Vrouw;15-29;0
Oogkanker;1996;Vrouw;45-59;15
Oogkanker;1996;Vrouw;75+;23
Oogkanker;1996;Vrouw;60-74;26
Oogkanker;1996;Vrouw;0-14;6
Oogkanker;1996;Vrouw;Totaal;78
Oogkanker;1996;Vrouw;30-44;8
Oogkanker;1997;Vrouw;Totaal;105
Oogkanker;1997;Vrouw;30-44;11
Oogkanker;1997;Vrouw;45-59;24
Oogkanker;1997;Vrouw;60-74;28
Oogkanker;1997;Vrouw;15-29;3
Oogkanker;1997;Vrouw;75+;30
Oogkanker;1997;Vrouw;0-14;9
Oogkanker;1998;Vrouw;15-29;1
Oogkanker;1998;Vrouw;0-14;10
Oogkanker;1998;Vrouw;30-44;11
Oogkanker;1998;Vrouw;75+;18
Oogkanker;1998;Vrouw;45-59;20
Oogkanker;1998;Vrouw;60-74;32
Oogkanker;1998;Vrouw;Totaal;92
Oogkanker;1999;Vrouw;75+;19
Oogkanker;1999;Vrouw;45-59;21
Oogkanker;1999;Vrouw;15-29;3
Hematologische maligniteiten;2013;Man;45-59;1052
Hematologische maligniteiten;2013;Man;0-14;115
Hematologische maligniteiten;2013;Man;75+;1505
Hematologische maligniteiten;2013;Man;15-29;156
Hematologische maligniteiten;2013;Man;60-74;2233
Hematologische maligniteiten;2013;Man;30-44;310
Hematologische maligniteiten;2013;Man;Totaal;5371
Hematologische maligniteiten;2014;Man;0-14;102
Hematologische maligniteiten;2014;Man;75+;1536
Hematologische maligniteiten;2014;Man;15-29;184
Hematologische maligniteiten;2014;Man;60-74;2243
Hematologische maligniteiten;2014;Man;30-44;294
Hematologische maligniteiten;2014;Man;Totaal;5342
Hematologische maligniteiten;2014;Man;45-59;983
Hematologische maligniteiten;2015;Man;45-59;1043
Hematologische maligniteiten;2015;Man;0-14;129
Hematologische maligniteiten;2015;Man;75+;1590
Hematologische maligniteiten;2015;Man;15-29;160
Hematologische maligniteiten;2015;Man;60-74;2178
Hematologische maligniteiten;2015;Man;30-44;319
Hematologische maligniteiten;2015;Man;Totaal;5419
Hematologische maligniteiten;2016;Man;45-59;1016
Hematologische maligniteiten;2016;Man;75+;1621
Hematologische maligniteiten;2016;Man;15-29;184
Hematologische maligniteiten;2016;Man;60-74;2355
Hematologische maligniteiten;2016;Man;30-44;284
Hematologische maligniteiten;2016;Man;Totaal;5555
Hematologische maligniteiten;2016;Man;0-14;95
Hematologische maligniteiten;2017;Man;45-59;1027
Hematologische maligniteiten;2017;Man;0-14;120
Hematologische maligniteiten;2017;Man;75+;1476
Hematologische maligniteiten;2017;Man;15-29;169
Hematologische maligniteiten;2017;Man;60-74;2351
Hematologische maligniteiten;2017;Man;30-44;291
Kanker van de mannelijke geslachtsorganen;2013;Man en vrouw;15-29;258
Kanker van de mannelijke geslachtsorganen;2013;Man en vrouw;75+;2946
Kanker van de mannelijke geslachtsorganen;2013;Man en vrouw;30-44;353
Kanker van de mannelijke geslachtsorganen;2013;Man en vrouw;0-14;4
Kanker van de mannelijke geslachtsorganen;2013;Man en vrouw;60-74;6993
Kanker van de mannelijke geslachtsorganen;2014;Man en vrouw;Totaal;10978
Kanker van de mannelijke geslachtsorganen;2014;Man en vrouw;45-59;1271
Kanker van de mannelijke geslachtsorganen;2014;Man en vrouw;15-29;274
Kanker van de mannelijke geslachtsorganen;2014;Man en vrouw;75+;2818
Kanker van de mannelijke geslachtsorganen;2014;Man en vrouw;30-44;378
Kanker van de mannelijke geslachtsorganen;2014;Man en vrouw;0-14;6
Kanker van de mannelijke geslachtsorganen;2014;Man en vrouw;60-74;6231
Kanker van de mannelijke geslachtsorganen;2015;Man en vrouw;Totaal;11513
Kanker van de mannelijke geslachtsorganen;2015;Man en vrouw;45-59;1261
Kanker van de mannelijke geslachtsorganen;2015;Man en vrouw;15-29;230
Kanker van de mannelijke geslachtsorganen;2015;Man en vrouw;75+;2970
Kanker van de mannelijke geslachtsorganen;2015;Man en vrouw;30-44;367
Kanker van de mannelijke geslachtsorganen;2015;Man en vrouw;0-14;4
Kanker van de mannelijke geslachtsorganen;2015;Man en vrouw;60-74;6681
Kanker van de mannelijke geslachtsorganen;2016;Man en vrouw;0-14;10
Kanker van de mannelijke geslachtsorganen;2016;Man en vrouw;Totaal;12138
Kanker van de mannelijke geslachtsorganen;2016;Man en vrouw;45-59;1265
Kanker van de mannelijke geslachtsorganen;2016;Man en vrouw;15-29;261
Kanker van de mannelijke geslachtsorganen;2016;Man en vrouw;75+;3153
Kanker van de mannelijke geslachtsorganen;2016;Man en vrouw;30-44;408
Kanker van de mannelijke geslachtsorganen;2016;Man en vrouw;60-74;7041
Kanker van de mannelijke geslachtsorganen;2017;Man en vrouw;Totaal;12669
Kanker van de mannelijke geslachtsorganen;2017;Man en vrouw;45-59;1286
Kanker van de mannelijke geslachtsorganen;2017;Man en vrouw;15-29;258
Kanker van de mannelijke geslachtsorganen;2017;Man en vrouw;0-14;3
Kanker van de mannelijke geslachtsorganen;2017;Man en vrouw;75+;3378
Kanker van de mannelijke geslachtsorganen;2017;Man en vrouw;30-44;414
Kanker van de mannelijke geslachtsorganen;2017;Man en vrouw;60-74;7330
Kanker van de mannelijke geslachtsorganen;2018;Man en vrouw;45-59;1354
Kanker van de endocriene klieren;2017;Vrouw;75+;62
Kanker van de endocriene klieren;2018;Vrouw;60-74;123
Kanker van de endocriene klieren;2018;Vrouw;30-44;130
Kanker van de endocriene klieren;2018;Vrouw;45-59;145
Kanker van de endocriene klieren;2018;Vrouw;0-14;2
Kanker van de endocriene klieren;2018;Vrouw;15-29;40
Kanker van de endocriene klieren;2018;Vrouw;Totaal;501
Kanker van de endocriene klieren;2018;Vrouw;75+;61
Kanker van de endocriene klieren;1994;Man en vrouw;Totaal;335
Kanker van de endocriene klieren;1994;Man en vrouw;0-14;4
Kanker van de endocriene klieren;1994;Man en vrouw;15-29;46
Kanker van de endocriene klieren;1994;Man en vrouw;75+;56
Kanker van de endocriene klieren;1994;Man en vrouw;45-59;71
Kanker van de endocriene klieren;1994;Man en vrouw;60-74;73
Kanker van de endocriene klieren;1994;Man en vrouw;30-44;85
Kanker van de endocriene klieren;1995;Man en vrouw;45-59;101
Kanker van de endocriene klieren;1995;Man en vrouw;0-14;12
Kanker van de endocriene klieren;1995;Man en vrouw;Totaal;379
Kanker van de endocriene klieren;1995;Man en vrouw;15-29;43
Kanker van de endocriene klieren;1995;Man en vrouw;75+;52
Kanker van de endocriene klieren;1995;Man en vrouw;30-44;85
Kanker van de endocriene klieren;1995;Man en vrouw;60-74;86
Kanker van de endocriene klieren;1996;Man en vrouw;Totaal;343
Kanker van de endocriene klieren;1996;Man en vrouw;15-29;37
Kanker van de endocriene klieren;1996;Man en vrouw;75+;54
Kanker van de endocriene klieren;1996;Man en vrouw;30-44;73
Kanker van de endocriene klieren;1996;Man en vrouw;0-14;8
Kanker van de endocriene klieren;1996;Man en vrouw;45-59;85
Kanker van de endocriene klieren;1996;Man en vrouw;60-74;86
Kanker van de endocriene klieren;1997;Man en vrouw;30-44;102
Kanker van de endocriene klieren;1997;Man en vrouw;Totaal;376
Kanker van de endocriene klieren;1997;Man en vrouw;15-29;40
Kanker van de endocriene klieren;1997;Man en vrouw;75+;54
Kanker van de endocriene klieren;1997;Man en vrouw;0-14;6
Kanker van de endocriene klieren;1997;Man en vrouw;60-74;76
Oogkanker;1999;Vrouw;60-74;32
Oogkanker;1999;Vrouw;0-14;4
Oogkanker;1999;Vrouw;Totaal;88
Oogkanker;1999;Vrouw;30-44;9
Oogkanker;2000;Vrouw;30-44;13
Oogkanker;2000;Vrouw;45-59;18
Oogkanker;2000;Vrouw;75+;19
Oogkanker;2000;Vrouw;60-74;38
Oogkanker;2000;Vrouw;15-29;4
Oogkanker;2000;Vrouw;0-14;7
Oogkanker;2000;Vrouw;Totaal;99
Oogkanker;2001;Vrouw;15-29;1
Oogkanker;2001;Vrouw;75+;12
Oogkanker;2001;Vrouw;60-74;28
Oogkanker;2001;Vrouw;30-44;3
Oogkanker;2001;Vrouw;45-59;32
Oogkanker;2001;Vrouw;0-14;8
Oogkanker;2001;Vrouw;Totaal;84
Oogkanker;2002;Vrouw;45-59;11
Oogkanker;2002;Vrouw;0-14;12
Oogkanker;2002;Vrouw;60-74;20
Oogkanker;2002;Vrouw;75+;24
Oogkanker;2002;Vrouw;15-29;3
Oogkanker;2002;Vrouw;Totaal;78
Oogkanker;2002;Vrouw;30-44;8
Oogkanker;2003;Vrouw;15-29;1
Oogkanker;2003;Vrouw;30-44;11
Oogkanker;2003;Vrouw;75+;20
Oogkanker;2003;Vrouw;45-59;26
Oogkanker;2003;Vrouw;60-74;36
Oogkanker;2003;Vrouw;0-14;4
Oogkanker;2003;Vrouw;Totaal;98
Oogkanker;2004;Vrouw;Totaal;101
Oogkanker;2004;Vrouw;45-59;22
Oogkanker;2004;Vrouw;75+;29
Kanker van de mannelijke geslachtsorganen;2018;Man en vrouw;Totaal;13722
Kanker van de mannelijke geslachtsorganen;2018;Man en vrouw;15-29;286
Kanker van de mannelijke geslachtsorganen;2018;Man en vrouw;75+;3729
Kanker van de mannelijke geslachtsorganen;2018;Man en vrouw;0-14;4
Kanker van de mannelijke geslachtsorganen;2018;Man en vrouw;30-44;434
Kanker van de mannelijke geslachtsorganen;2018;Man en vrouw;60-74;7915
Hematologische maligniteiten;2011;Man en vrouw;75+;2800
Hematologische maligniteiten;2011;Man en vrouw;15-29;316
Hematologische maligniteiten;2011;Man en vrouw;60-74;3503
Hematologische maligniteiten;2011;Man en vrouw;30-44;560
Hematologische maligniteiten;2011;Man en vrouw;Totaal;9055
Hematologische maligniteiten;2012;Man en vrouw;45-59;1704
Hematologische maligniteiten;2012;Man en vrouw;0-14;201
Hematologische maligniteiten;2012;Man en vrouw;75+;2744
Hematologische maligniteiten;2012;Man en vrouw;15-29;282
Hematologische maligniteiten;2012;Man en vrouw;60-74;3585
Hematologische maligniteiten;2012;Man en vrouw;30-44;544
Hematologische maligniteiten;2012;Man en vrouw;Totaal;9060
Hematologische maligniteiten;2013;Man en vrouw;45-59;1776
Hematologische maligniteiten;2013;Man en vrouw;0-14;185
Hematologische maligniteiten;2013;Man en vrouw;75+;2732
Hematologische maligniteiten;2013;Man en vrouw;15-29;292
Hematologische maligniteiten;2013;Man en vrouw;60-74;3745
Hematologische maligniteiten;2013;Man en vrouw;30-44;533
Hematologische maligniteiten;2013;Man en vrouw;Totaal;9263
Hematologische maligniteiten;2014;Man en vrouw;45-59;1680
Hematologische maligniteiten;2014;Man en vrouw;0-14;194
Hematologische maligniteiten;2014;Man en vrouw;75+;2801
Hematologische maligniteiten;2014;Man en vrouw;15-29;331
Hematologische maligniteiten;2014;Man en vrouw;60-74;3826
Hematologische maligniteiten;2014;Man en vrouw;30-44;545
Hematologische maligniteiten;2014;Man en vrouw;Totaal;9377
Hematologische maligniteiten;2015;Man en vrouw;45-59;1775
Hematologische maligniteiten;2015;Man en vrouw;0-14;212
Kanker van de endocriene klieren;1997;Man en vrouw;45-59;98
Kanker van de endocriene klieren;1998;Man en vrouw;Totaal;389
Kanker van de endocriene klieren;1998;Man en vrouw;15-29;45
Kanker van de endocriene klieren;1998;Man en vrouw;0-14;5
Kanker van de endocriene klieren;1998;Man en vrouw;75+;64
Kanker van de endocriene klieren;1998;Man en vrouw;30-44;90
Kanker van de endocriene klieren;1998;Man en vrouw;45-59;90
Kanker van de endocriene klieren;1998;Man en vrouw;60-74;95
Kanker van de endocriene klieren;1999;Man en vrouw;30-44;115
Kanker van de endocriene klieren;1999;Man en vrouw;15-29;37
Kanker van de endocriene klieren;1999;Man en vrouw;Totaal;400
Kanker van de endocriene klieren;1999;Man en vrouw;75+;60
Kanker van de endocriene klieren;1999;Man en vrouw;0-14;8
Kanker van de endocriene klieren;1999;Man en vrouw;60-74;84
Kanker van de endocriene klieren;1999;Man en vrouw;45-59;96
Kanker van de endocriene klieren;2000;Man en vrouw;30-44;117
Kanker van de endocriene klieren;2000;Man en vrouw;Totaal;398
Kanker van de endocriene klieren;2000;Man en vrouw;0-14;4
Kanker van de endocriene klieren;2000;Man en vrouw;15-29;43
Kanker van de endocriene klieren;2000;Man en vrouw;75+;51
Kanker van de endocriene klieren;2000;Man en vrouw;60-74;91
Kanker van de endocriene klieren;2000;Man en vrouw;45-59;92
Kanker van de endocriene klieren;2001;Man en vrouw;0-14;1
Kanker van de endocriene klieren;2001;Man en vrouw;30-44;100
Kanker van de endocriene klieren;2001;Man en vrouw;45-59;115
Kanker van de endocriene klieren;2001;Man en vrouw;Totaal;390
Kanker van de endocriene klieren;2001;Man en vrouw;15-29;40
Kanker van de endocriene klieren;2001;Man en vrouw;75+;66
Kanker van de endocriene klieren;2001;Man en vrouw;60-74;68
Kanker van de endocriene klieren;2002;Man en vrouw;45-59;101
Kanker van de endocriene klieren;2002;Man en vrouw;30-44;128
